Id,SalePrice
2201,129949.835190941
2630,323012.987262562
2418,131506.178726888
2541,177326.41467045
2549,174741.509982569
1674,260274.034769126
2048,139968.228245554
2021,106618.503959525
1722,122785.147287321
2872,67046.5178863105
2297,300124.031556568
2450,140768.737498874
1480,466592.494483441
1604,264468.69807687
2509,219080.663240025
2260,164120.450607753
2552,139010.642287399
2585,207991.923797634
1597,184088.699577545
2681,383525.271634584
1563,118688.727963812
1947,282424.919902243
2042,212632.32456185
2527,111994.980609902
1691,179258.780005263
2533,195514.15531191
1588,146177.008336369
1846,145935.60693521
2532,231816.179235746
2660,333213.376420388
1592,119785.476427306
2674,221937.075234317
2743,156339.05839338
1503,266585.365357135
2582,123044.593941258
2046,126790.80457687
1471,196574.232639848
2841,196114.131897581
2266,269887.639249607
1789,94640.894559192
1504,243146.540574739
2196,104159.745745887
1519,241784.461708113
1477,247017.796407879
1621,149053.991568941
2691,193545.684356521
2268,336896.333204676
2843,144111.290202486
1850,111551.345512163
2494,149277.279544628
1481,328238.464683004
2719,157835.905722105
1704,297766.025761755
2772,115796.62074159
2187,147962.703331636
2812,161899.585774967
2352,254526.0413078
1831,150107.586903989
2614,125052.511375052
1473,100880.928787023
2282,189236.257959202
2407,125228.964846704
1499,160316.208732872
1801,138975.846927248
2097,85465.1177512814
2789,187897.330646051
1464,200340.896059948
1756,154912.457013829
2339,221866.787606929
2635,154672.181908506
1627,199410.697170793
2451,133585.306817301
2425,280796.392690296
1485,172718.077560022
1616,80418.6612738658
2065,121055.719308409
2697,198290.314924521
2535,299779.200904341
1806,125579.198535135
2160,166428.893321918
2177,247187.210941191
2684,312295.124438264
1490,247162.464221099
2142,118884.867320148
2568,214547.896785078
1689,186736.643597235
1554,122891.815868879
1640,253943.968424595
1585,145476.32224518
2578,89947.1629118836
1537,96730.9998784951
1848,80102.4888015471
2754,272132.168499325
2482,128702.320592341
1815,63652.0150523353
2322,177414.006931039
2327,203435.348927828
2545,123558.693012717
2432,144216.73986377
2280,116386.356576968
1742,177665.028624704
1878,210629.515456352
1840,166378.402600345
1661,428166.953145063
2006,204925.088631765
2077,152471.265647401
2302,271343.344536867
2056,133273.10671606
1876,210218.40362955
2193,104389.278938564
2607,209298.576880299
2733,173844.978700131
1735,119587.18477439
1591,100105.201367952
1717,164112.884830075
1891,132849.486386193
2619,210859.331298688
2874,138783.527162254
2645,104924.518486919
1617,99563.8442992055
1737,284088.662562945
1673,303493.949768302
2382,204845.105020591
1835,136962.294323457
2734,151511.612200193
2296,285229.812175314
1725,232824.215226658
1582,124968.273828499
2894,81577.3901675875
1810,143256.702566065
2442,100572.241091343
1584,225115.425058705
1945,346242.401680117
2220,108725.130620911
2560,152718.356029906
1558,98497.3285996863
1849,110074.666121709
2910,82204.9128489339
2822,198907.759507102
2693,190322.908997641
2364,170340.431441039
2185,116494.960919582
1533,156700.553711732
2176,303196.034914538
2049,132393.026300543
2300,335728.55307337
1683,199930.618758671
1521,133276.699417209
2856,194943.48746024
2347,194687.167025222
2815,108880.859423547
1996,267962.067571606
2024,280751.415031483
1845,132141.640633094
2115,155435.214390933
2288,270954.029483726
1920,185596.985806226
1498,161232.844559946
2837,168059.84202596
2580,128481.59917798
2448,141218.207317813
1699,289310.973200101
1739,298225.253158917
2427,118228.619841777
1900,157335.497404946
1961,125407.405530584
1603,110044.487253588
2420,124477.019478489
1804,144295.685136369
2279,121252.935007556
2901,193967.601631954
2510,214289.193213312
1786,190290.582050399
1708,208910.899015276
1822,156186.674378567
1982,230356.742851294
2246,131889.08566461
1557,108609.187744781
2435,166106.718581838
1614,125025.0139972
1714,229273.773100365
1606,166707.138613022
2692,131405.931182875
2642,197686.57923385
1794,147158.944061127
1798,123552.096474821
1501,194927.706798989
1702,256073.414718665
2148,145284.546703301
1474,142861.522432954
1781,120709.717347729
2037,202583.219444687
2172,137697.486877889
2483,109945.464484895
2873,117582.090004609
2438,116993.98894178
1590,126886.706458296
1824,127760.063967282
2053,141426.891181698
1939,241683.368596986
2168,198794.418514915
2087,118330.980541754
1685,169952.504092928
2480,153390.20257552
2756,103515.356812854
2371,162318.109791215
2253,154443.607595847
1469,184319.0665156
2373,277583.310592755
2325,200858.96833971
2287,326762.742936754
1618,122359.823349933
2005,217892.509199926
1605,252874.529018774
2895,295816.214593398
1877,217049.856422693
2769,133475.3271768
1997,292013.242630771
2915,90748.2111379782
1916,70168.7583397383
1715,206316.877029517
2653,251519.235544418
1766,192451.457107747
2816,229092.282039692
1748,242398.244805036
2889,59613.6895276108
1991,229674.494654171
1736,113476.513597422
1827,104135.007064687
2695,191496.772569565
2531,254084.242669407
2264,395216.153225605
2473,129223.527938474
2078,125823.772566743
1493,186888.109106976
2083,142180.219809481
2109,108018.387777201
2466,111952.654649294
2409,119686.064623625
2673,216077.740702017
2724,115478.935339184
2633,295438.793403343
2550,213001.348254168
2309,273398.609110585
1583,341268.285950006
1676,210710.302806079
2159,203675.668270901
1623,257776.005556587
2817,167125.371284995
1968,391268.092799609
1847,160217.513814236
1974,316884.873680857
2916,91373.1059195533
1899,149442.341174402
1544,89471.4546631743
2415,122221.540632135
1639,196306.510045264
2561,143776.938034165
2151,106483.036878253
2198,140567.54916296
2029,169757.205122012
1981,344361.349478038
1743,179491.402332534
2376,309482.87327513
2073,134032.399060019
2703,111990.075965149
2537,229157.056551011
1767,235727.159781441
1927,125456.598778437
2886,246917.027441039
1925,216467.748119487
1883,189751.21369424
2474,104557.010989574
2481,124402.406390235
1484,164338.317109798
2603,97329.887006478
2644,132946.604332251
2490,149870.965601901
2366,182974.387767073
1763,153931.623800246
1816,85418.013598782
2259,183501.592499651
1963,109422.058880198
2675,158097.863047774
2551,132827.455151996
2469,83157.3037888839
2215,94832.7133414632
1500,158467.656762376
2696,178985.319557424
2058,224429.59919164
2540,173776.446902648
1644,223786.997483284
2090,139827.284599523
2764,130557.250942313
2704,150833.1081344
1472,96641.3370449835
1721,155393.955719489
1586,76615.1417865472
2589,146485.521112454
2180,236707.754232482
1971,410393.7616469
2857,179788.550395051
2737,117296.994596761
2628,407735.612252418
1819,127156.226744341
2388,100074.790384697
2123,90058.7506364219
1894,126694.783400619
2397,210343.766259513
2781,93512.4464860994
2311,225014.878690392
1720,234219.708708566
1938,174864.399407279
1860,150620.900189503
2230,159338.340990533
1990,213968.307850374
1701,269257.710065026
1530,198623.778426947
1951,261309.279949705
1998,336233.111867788
2114,116043.989804989
1886,272270.971890139
1527,116437.425872834
2749,135472.01538677
2227,200777.989042703
2640,146531.931937617
2224,216679.005374796
2219,99334.7038340167
2007,258653.571827378
1545,115121.849442426
1803,154389.267018214
1885,232814.280909774
2748,120210.321628572
1660,163551.19293274
2179,142555.758774298
2470,200614.737853208
2702,103072.514550765
2761,139702.76923703
1653,99816.9316533072
2682,332321.856034594
2284,102207.479189523
1670,331530.255214669
1695,159377.237632795
1833,137441.865429814
2583,276086.031912926
1495,282880.77882934
2278,156539.254679222
1611,136990.118443948
2771,113596.329697427
2161,241916.690204206
1987,171598.02441431
2370,170926.661803021
2181,183513.246057331
2223,287053.142698259
1964,108717.721525028
2670,273200.72656053
2384,252939.272700961
2292,383920.413877286
1697,166600.669630168
2600,220759.474342719
2069,87176.0920918165
1664,443480.408329618
1772,129879.715901129
2204,184459.197008049
1677,229564.399077979
1526,115011.184230933
2380,141576.280981214
2126,151723.017253589
2206,142135.076900706
1791,193741.570941909
1517,160166.884532281
1929,124805.706563027
2064,136594.597497169
2314,158655.96622013
1834,126540.061404737
2632,370195.237742682
1817,109645.64024902
2591,225289.141106075
2577,147429.152724217
2252,189882.824064703
2833,275232.101823753
2755,125417.09024145
1837,105773.329935853
2663,303759.200337563
2587,207594.156017286
1979,317340.904615377
1487,312732.808040531
2283,106035.33592792
2195,124235.233494695
1989,190243.402889489
2731,113421.456703624
2569,212934.715742102
1783,150722.743824638
2715,172702.371488081
1923,231537.144500564
2236,271280.402054881
1626,175803.651316745
2881,159703.137835964
1709,269829.411471485
2163,326192.188987182
2694,123216.557105204
1613,180921.86884197
2610,117824.816696192
2289,360840.08159641
2631,406543.262423821
2785,141813.564957955
2349,190616.513186466
1687,161987.285272241
2827,134695.383294403
2368,215352.517223665
2672,193512.925649011
1539,182359.389528476
2654,250345.152724337
1836,126612.130525705
1562,130773.624253
2774,130827.281625357
1802,128102.349792715
2762,135402.884952034
2677,212013.847520984
2001,270961.866817146
2567,141087.575409161
2402,130239.088565374
2900,159688.669422164
2573,222999.015268344
2487,230852.474829601
2071,99789.5006387802
2149,149247.315653844
2255,209541.545265654
2081,121582.24518567
2182,220002.335635077
1980,207718.32416332
1483,174416.459298241
2360,116401.819062289
2651,132972.150743408
2131,159092.27913707
1573,234334.763767584
2622,186010.713793418
1972,374061.323816972
2883,183637.367154963
1486,192787.010609884
2773,173458.412647863
2917,187877.85412952
2257,224674.092176742
2718,226641.081662239
1515,230672.315570682
1839,110679.74248578
2392,114091.209119767
2608,220543.586915303
1799,112659.336941403
2276,175187.58980707
2601,163845.575278971
1497,181462.398168452
2456,132977.774172324
2263,341689.820913084
2699,180278.277299229
1936,189472.111480807
1983,207120.529727002
2010,186824.628832146
2780,88070.891375473
2250,126824.51578505
1607,165799.904821472
2099,72783.4690101591
2143,167639.595363933
2423,111657.311051812
1462,173310.455899708
2888,128720.29857496
1870,234033.534235616
2414,130053.332213376
1975,412354.17276103
2209,242660.982401195
1566,233557.216914336
2234,239878.792450025
2191,83588.5338655561
2804,130036.803954099
2491,103901.433678307
2909,137924.616048506
1684,170365.821170022
2516,173263.217525638
1655,139770.003477673
2054,109884.272287119
1898,119793.429151018
2401,117821.57346244
2639,195811.432950821
1667,334200.499742062
2880,109949.386214335
2599,284203.623909302
2378,129999.953348907
1901,173064.288051822
2175,300360.19433365
1711,270059.009667606
2152,172396.011861952
1523,113619.690722109
2156,265129.72536897
2558,185151.819055673
1643,220709.954318868
2808,151305.573044057
1729,165112.92281276
1954,196145.754578538
1838,127874.571217559
2528,123194.81641648
1931,153479.582167635
2765,276504.346061692
2066,167502.103172507
2846,203122.456180625
2119,115927.497043429
2725,126731.673920888
2243,128896.509252729
1795,122732.252368402
2665,327041.811889192
2678,252287.639940277
2203,149086.912337044
1903,202624.346831804
1675,211415.846871739
2700,149499.932197527
1620,212401.707339837
1856,225205.150985515
1513,146010.393107619
1649,132232.322372381
2638,265747.837963908
1682,313014.518772519
2232,188858.932934572
2849,200084.964394567
2566,180476.926070732
2586,228559.301516837
1785,109350.945320491
2624,306909.917171395
2496,249552.298338618
2261,177062.397218693
1529,147115.835371806
2836,190892.800604308
2526,140639.660331725
2455,140527.7337618
2564,194553.613496212
1601,78646.7703362524
1970,406700.14079543
2453,85476.001771832
1637,220865.319279485
2154,107927.243351621
2775,143087.498161164
1994,229546.538729084
2598,277494.717893792
1754,201393.799990126
2019,129896.145750518
2722,164122.35619834
2323,176896.595085056
2919,237762.964630073
2801,103142.647963364
2779,117575.969728849
1555,169683.02750615
2139,139876.538745596
1787,153278.371962024
2235,228847.556060343
2118,102545.809510395
2110,128634.19182869
1703,255583.064994843
2262,204902.791901751
2426,158525.498546791
2867,99179.1417365882
1632,239840.477508107
1943,197930.671136312
2285,131633.997975816
2871,96759.928210712
2777,130320.147773729
1506,191398.523710285
1769,160484.548282633
1950,176733.844840258
2258,151575.767905375
1690,194960.222524501
2786,73583.3405688216
2746,130774.213788364
2135,87380.3160221914
1511,153143.423289106
2092,136834.996537688
1782,94874.8799701958
2862,202200.722530519
1792,156137.211487225
1595,114136.213084824
2472,168889.948560387
1758,156074.66648811
1910,119827.83556497
2646,91308.6727941721
2795,123759.550440166
1844,129418.124761411
1679,378360.939333554
2391,145212.332432056
2798,123350.619783864
2576,132072.10552842
2353,288847.622908385
2523,121217.967314641
1688,190973.855077459
2584,166954.577209936
2652,377233.263111789
2038,265287.146283839
2643,107392.344305027
2851,210111.37214996
2791,139108.093661386
1602,115268.912350833
1502,152777.006098659
1686,169104.061769901
1906,177126.739349387
2854,139207.099467843
2231,207723.906100023
2245,104794.477430443
2783,114933.660043514
1598,200154.033096643
2572,144467.269235702
1976,299714.547053123
1534,121486.746781587
2067,125025.014828845
2338,273874.59482876
2565,149146.936510325
2486,152766.804967041
2004,290198.579806542
2618,208489.352149576
2521,184111.978807985
1852,115948.119170784
2820,140182.211546571
2240,158713.691135819
2592,213920.580955536
2359,123404.913361724
1596,221841.810366267
1659,126349.943864019
2478,166055.314976593
2875,120475.164735671
2803,155974.085871788
2680,284404.38303857
2664,258271.747084281
1797,134209.906134558
2194,101812.846857122
2751,132132.754494259
2044,183633.704760672
2189,263842.22840283
1518,115781.895170586
2093,124097.708948991
2386,123267.308893208
1567,77887.8084609313
2271,214653.149081614
2369,216889.62885252
2861,132940.680064762
2658,279465.76269212
2830,239650.765531654
1713,284020.409830972
2416,118285.066572768
1723,166814.082373076
2750,138774.165946545
2687,301412.665655035
2594,165568.334452796
2315,170929.712666177
2747,133164.189121776
2265,193742.505810589
1904,146837.395139014
2022,191546.768702748
2210,119894.670929282
2800,67208.1796250045
2034,164294.370268153
2275,183551.227373561
2362,273573.440147078
2763,202830.577311994
2855,203416.785950789
2127,165666.126768904
1809,115522.096173929
2512,202146.621882308
2776,130238.028670123
2228,269621.978070508
2146,148551.698866432
2506,251129.357747796
2390,136026.757819423
2661,337478.21127051
2213,104341.851272425
2190,85425.2667078021
2826,128236.778931323
1944,305743.148249063
2202,180041.413805651
1818,143614.092123382
2233,171790.849084169
2897,188352.274285574
1949,228973.24131742
2281,171388.577820184
1952,210104.263963472
1491,191063.530871561
2899,196338.930351826
2575,122103.373650928
1882,245863.196391152
1681,239457.574838918
2129,89866.064899865
2225,130213.320315347
2417,140181.333334583
2617,206714.344003972
1631,213057.227827703
1776,123608.528007991
2590,216847.653107277
2602,81002.4983585327
1993,162531.20447065
2493,141948.125484737
1808,111863.699516807
1919,172633.941998879
1956,302826.927464466
2336,331119.921840457
2824,189386.897752408
2346,201251.700992999
2709,114059.700413738
2446,141193.893001697
2121,114757.464044554
1658,140274.14350406
1753,157094.729060482
2222,262870.713915143
2241,168561.272322316
1700,256032.417539433
2355,137100.380726079
2460,127982.254806162
1926,368484.768965734
2244,108459.928627825
2557,113281.203759975
2852,240729.67757916
2621,179308.948841006
2864,248289.859683707
2713,178759.997977171
2657,326634.323304674
1966,130507.391864977
2859,129970.367597542
2525,150647.425159297
2433,149414.947959361
2166,158269.462722349
2178,208827.491846785
2495,91842.6868278848
2890,82714.1083096298
2381,177468.773057418
2326,163648.879092002
2306,212415.689465379
1641,188275.240006806
1625,113045.749155642
2403,128173.529769149
2613,127982.162492019
2818,126108.824247678
2739,153934.383104368
1867,230043.615744435
2363,131717.411810545
2848,218943.170002237
2463,116740.059369675
2239,119771.025040497
2329,194653.726225364
2667,163904.10798619
2637,166347.94756386
2581,157352.009535949
2197,132003.892538495
2626,170205.050755476
2383,208207.182385131
1865,319654.330272999
2145,130506.052175472
1547,133655.662459849
2790,105759.385869799
2452,196121.099031908
2611,147987.380291344
1612,184703.90935672
1496,236203.9702225
1628,275000.387582167
1638,194129.316766359
2321,260788.05137834
2211,102705.673608514
1507,271850.936716342
2218,107230.761455543
2169,189754.955426893
2286,123121.127946123
2400,91849.2656979877
2711,237806.980962425
1476,332278.25498021
1510,153091.048655556
2304,246985.767880095
1934,189717.239105204
2838,147443.320149018
2059,129453.659145056
1622,145589.352927144
2125,137877.390487235
2728,170191.986979872
2229,245441.666692772
2358,196138.194928272
1694,182138.454005937
2503,113376.154479059
2393,150979.854196032
1599,164525.022757859
2538,175777.0845686
1800,119521.194107507
2337,195272.750485259
2865,136353.20603151
2405,160644.932515105
1578,130932.888992687
1805,130147.356975627
1807,125650.289811752
2408,139393.793795122
2103,87081.3413337619
1731,130090.846681766
1958,308957.84480717
2002,253075.165018361
1843,140616.72669451
2003,266482.99728335
2030,267633.903463447
2267,384725.506629497
2802,118820.607221347
1859,111239.551869898
1577,179378.508576255
2729,154624.201367833
1619,143485.678390957
1995,186514.409994047
2914,79988.7397650228
1671,297032.71887215
2372,195509.081274293
1784,109635.881811855
2465,132762.216905877
1932,144743.42209531
2686,248589.160407786
2153,193430.877789747
2396,134215.322854714
1875,202859.07115564
2000,308485.674101016
2068,136283.994722739
2430,128333.714320906
1657,147298.494843601
1740,244648.805864934
1475,106053.580152246
1814,90014.21277254
2443,111924.317936904
1656,135882.853607868
1636,153853.763927738
2444,130442.468042642
1568,239674.018286804
2596,331620.354216005
2501,128320.574250326
1624,227697.482179837
2316,190805.604014271
2436,101825.600993088
2562,132161.974703825
1757,116707.825694237
2335,259550.232654564
1468,166721.989449944
1572,145096.89860185
1917,251751.413420334
2669,174333.800523134
2429,120039.1310648
2105,114736.633243219
2505,217686.099631071
2440,111675.507574641
2312,168816.066483893
2036,197269.267118821
1489,194794.603573725
2294,362888.84591627
1826,99058.4582226302
2328,217878.291085547
2421,164145.138060576
1915,265878.585430116
1907,207473.340874134
1751,240058.951994155
2840,203862.759332442
2293,427515.357948465
2011,128107.152279219
2113,119589.518585878
2290,418407.266587648
1581,146067.186783872
1828,142243.66385891
2476,119830.28497151
1905,182069.140381797
1716,178946.269507287
1668,330860.373435288
2079,123211.660403912
2811,177819.468662613
2649,149333.842005461
2479,104526.387082949
1941,180189.138473981
2277,191076.210211403
2039,218287.129338119
2102,109483.867593546
1884,200388.429833347
1985,247404.066857768
1465,188322.062097049
2134,114098.72001734
2467,129131.63624552
2098,141471.762291651
1830,145857.203987697
2668,170488.546665252
2428,167421.345653019
2060,186125.663599843
1726,184959.17480848
2866,147846.351792732
2445,93354.9521990679
2070,106366.271329444
2320,172700.220477191
2100,116946.902464709
1965,141714.258058674
2759,149495.129580275
2313,167562.421748038
2387,129882.521483675
2507,291984.229375378
2226,225561.474647975
1488,248416.141488579
2164,243790.556110212
2137,113638.164573027
2242,132151.161621566
2305,208807.294765772
2515,158723.084255477
2831,176409.936960973
1593,116190.796719469
2906,197590.274598928
2605,80128.6065021364
1645,222901.663951976
2404,141168.574662033
2778,115241.81090998
2879,144174.002751062
2272,202573.302406375
1718,132428.503627822
1749,150743.897308163
1463,195065.671651099
2274,189839.714824622
2707,119004.775697074
1946,170219.688176206
2698,209205.204396429
1561,142650.030966226
2554,99990.0051186798
2089,70415.3947356379
2760,140194.083540524
2016,196142.593023851
2247,102753.735966164
2597,193576.08710082
2088,113938.936807442
2412,151292.526098251
1962,101894.387982166
1770,139946.503569047
2138,130089.619083576
1851,140422.518876691
2020,109051.40783173
2108,104731.715891608
2013,172942.228641331
2787,111826.472036534
1909,135983.871725793
2720,170054.782802413
1879,124390.079882303
2237,345299.373154162
1600,159178.816798226
1733,112677.243576803
2615,148945.045857856
1666,332865.689072992
2216,148459.078324041
2656,310815.194696986
1911,217951.504292774
2051,99551.3391807309
2885,181846.798925937
2716,144221.88757023
2199,174258.586406012
1565,152126.236601616
2324,173840.502113964
1492,84172.0937909616
2207,224821.583349295
1663,367215.196594383
2183,182806.061923318
2723,147415.513088519
1774,151231.585202038
2796,100943.881073346
1594,166233.791724367
2157,241578.083719545
2828,235224.768301153
2797,203027.336788277
2214,135025.00525231
2690,386949.763362738
2863,125547.065388848
2708,130911.511202817
2727,203420.674674418
2832,264067.737052109
2043,168174.895162252
2714,145303.41205111
2343,237190.156799565
1992,226369.010347362
2902,200681.854080533
2468,81833.4722856181
1461,114220.871356359
1744,258481.823622485
1868,302519.114499037
2082,139414.778104329
2892,72127.0688682656
2868,103820.414886023
2853,234851.001036804
1762,194779.65098499
2377,325808.936557095
2055,153256.789068824
1760,170286.989429513
1841,135702.90002495
1505,233275.559330768
2701,143529.017694636
1854,160869.234844776
2887,96689.4198051556
1552,163877.21851769
2799,112760.405896427
1574,130240.876499689
1576,260807.666965026
2248,129126.715499181
2794,104275.632745313
2348,227710.283129478
2546,127871.013525462
1524,121150.49929149
1779,105948.599001679
2502,154262.091889374
1853,127796.843110587
2877,145401.918857607
1678,446053.658929402
1482,205782.312352533
1977,371442.315891961
2365,223358.836038478
2035,230748.892237718
1829,139582.983232152
2519,221204.937148769
2063,103819.777038257
1693,158455.704276892
2847,214477.278290922
1986,245351.580077786
2500,133993.933240144
2570,114937.701890898
1896,123811.358920039
1665,290300.929195082
2475,218193.64711507
2530,129773.195708407
2858,197954.269380882
2249,120425.637730025
1890,127217.599245017
1550,135909.173724728
2291,311778.766967801
1650,129606.899057923
2845,115510.836287022
1633,160142.507163147
1764,106958.118758579
1812,96941.0853563481
1610,162730.626726194
2806,82685.0698902672
2907,110000.812104507
2676,183694.637244624
2753,182122.34336272
2389,124682.527071369
1969,367044.670257225
2904,333987.712402729
2671,177189.716194
2513,220246.747548108
1863,267972.512609128
1615,91534.0184532553
2825,155338.7123735
1866,309798.238355644
1680,309457.082018042
2788,73901.8338179273
2752,211289.956626135
2122,122196.77908117
1953,180769.544047602
2208,236637.020878632
1724,209649.377507808
2130,136503.498036648
2040,328139.55252296
2454,126096.255267053
2212,109544.677392431
1880,139760.599072687
2441,99399.1587732373
2770,135189.990231904
2641,118870.230891625
2091,102633.700383541
2543,127437.128482775
1765,184035.879303612
1579,157397.066437567
2842,226061.928049069
2511,174471.984218472
1913,160453.836568452
2299,363261.312491913
2273,154986.064543315
1541,141239.854321889
2834,207298.179768428
2221,268511.266454995
1940,186573.7765302
1732,128643.867581203
1820,69223.0973083281
